Employee ID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date
E02653,Levi Rahman,Sr. Manager,Marketing,Corporate,Male,Asian,43,19-07-2007,134544.00,13%,United States,Austin,
E02654,Madison Phan,Manager,IT,Specialty Products,Female,Asian,45,10-05-2003,128115.00,6%,United States,Austin,
E02655,Andrew Pham,Analyst,Accounting,Specialty Products,Male,Asian,38,29-06-2013,54713.00,0%,United States,Columbus,
E02656,Clara Ford,Analyst II,Sales,Research & Development,Female,Caucasian,46,09-08-2014,63987.00,0%,United States,Seattle,
E02657,Christopher Chau,IT Systems Architect,IT,Research & Development,Male,Asian,26,28-12-2021,86288.00,0%,United States,Columbus,
E02658,Madeline Guerrero,Quality Engineer,Engineering,Corporate,Female,Latino,27,16-08-2020,61693.00,0%,Brazil,Sao Paulo,23-11-2020
E02659,Harper Yee,System Administrator ,IT,Manufacturing,Female,Asian,48,01-11-2021,75624.00,0%,China,Chengdu,
E02660,Mia Thomas,Manager,Human Resources,Corporate,Female,Caucasian,57,17-05-2013,122979.00,6%,United States,Phoenix,
E02661,Owen Nelson,Engineering Manager,Engineering,Specialty Products,Male,Caucasian,58,06-01-2003,91729.00,13%,United States,Chicago,
E02662,Aiden Evans,Manager,Finance,Corporate,Male,Caucasian,48,16-05-2010,117736.00,5%,United States,Columbus,
E02663,Josiah Lai,Sr. Manager,Human Resources,Research & Development,Male,Asian,54,21-03-1995,154658.00,12%,China,Chongqing,
E02664,Jameson Yee,Enterprise Architect,IT,Research & Development,Male,Asian,29,03-08-2020,84397.00,0%,United States,Seattle,
E02665,Serenity Her,Director,Accounting,Specialty Products,Female,Asian,50,22-08-1997,159285.00,15%,United States,Austin,
E02666,Ariana Turner,Analyst II,Accounting,Research & Development,Female,Caucasian,49,06-06-2004,59854.00,0%,United States,Miami,
E02667,Jacob Cooper,Solutions Architect,IT,Research & Development,Male,Caucasian,64,18-05-2018,87521.00,0%,United States,Seattle,10-06-2021
E02668,Christopher Dominguez,Director,Marketing,Research & Development,Male,Latino,36,17-09-2015,179166.00,17%,Brazil,Manaus,
E02669,Nevaeh Lim,Controls Engineer,Engineering,Corporate,Female,Asian,55,29-03-1999,120092.00,0%,China,Chongqing,
E02670,Dominic Cheng,Director,Engineering,Corporate,Male,Asian,53,19-06-2015,168142.00,27%,China,Beijing,
E02671,Serenity Rodriguez,Director,Finance,Corporate,Female,Latino,54,10-04-1995,195662.00,15%,United States,Columbus,
E02672,Caleb Thompson,Systems Analyst,IT,Manufacturing,Male,Caucasian,41,17-12-2012,49986.00,0%,United States,Miami,
E02673,Luke Avila,Vice President,Accounting,Corporate,Male,Latino,27,21-08-2020,181587.00,38%,Brazil,Manaus,
E02674,Sadie Chin,Vice President,Human Resources,Specialty Products,Female,Asian,51,26-07-2000,199736.00,35%,United States,Austin,
E02675,Everett Le,Vice President,Accounting,Corporate,Male,Asian,45,07-01-2014,250639.00,34%,China,Shanghai,
E02676,Carson Santos,Sr. Account Representative,Sales,Corporate,Male,Latino,34,15-02-2022,80655.00,0%,Brazil,Sao Paulo,
E02677,Natalie Ho,Analyst II,Finance,Research & Development,Female,Asian,33,22-11-2020,64327.00,0%,China,Chongqing,
E02678,Natalia Hall,Analyst II,Accounting,Research & Development,Female,Caucasian,37,08-11-2018,72005.00,0%,United States,Austin,27-07-2021
E02679,Zoey Ahmed,Quality Engineer,Engineering,Specialty Products,Female,Asian,56,25-04-2012,62497.00,0%,United States,Seattle,
E02680,Santiago f Turner,Sr. Account Representative,Sales,Research & Development,Male,Caucasian,46,24-02-2003,74912.00,0%,United States,Phoenix,
E02681,Jacob Alexander,Business Partner,Human Resources,Specialty Products,Male,Caucasian,45,19-03-2001,50393.00,0%,United States,Miami,17-06-2011
E02682,Christopher Aguilar,Enterprise Architect,IT,Manufacturing,Male,Latino,32,14-05-2021,79670.00,0%,United States,Columbus,
E02683,Vivian Jackson,Sr. Manager,Accounting,Corporate,Female,Black,51,23-02-1999,148942.00,13%,United States,Columbus,16-07-2007
E02684,Leonardo Jenkins,Service Desk Analyst,IT,Research & Development,Male,Caucasian,29,09-04-2018,98504.00,0%,United States,Miami,12-07-2022
E02685,Oliver Hunter,Service Desk Analyst,IT,Manufacturing,Male,Caucasian,38,20-12-2015,70588.00,0%,United States,Miami,
E02686,Ayla Brooks,Analyst,Accounting,Corporate,Female,Caucasian,58,21-11-2001,58336.00,0%,United States,Miami,
E02687,Willow Chau,Development Engineer,Engineering,Corporate,Female,Asian,45,09-09-2011,86001.00,0%,United States,Austin,
E02688,Kai Shin,Sr. Analyst,Sales,Specialty Products,Male,Asian,49,13-09-2015,91121.00,0%,United States,Seattle,23-12-2019
E02689,Liliana Zhao,Director,Human Resources,Corporate,Female,Asian,50,30-08-2011,183308.00,24%,United States,Miami,
E02690,Aiden Carter,Network Architect,IT,Manufacturing,Male,Caucasian,32,05-03-2021,71674.00,0%,United States,Chicago,17-06-2021
E02691,Christopher Song,Automation Engineer,Engineering,Manufacturing,Male,Asian,29,03-01-2017,118639.00,0%,United States,Phoenix,
E02692,Charles Luu,Enterprise Architect,IT,Corporate,Male,Asian,34,10-11-2018,71808.00,0%,China,Chengdu,
E02693,Kayden Dinh,Sr. Manager,Human Resources,Manufacturing,Male,Asian,50,26-05-2019,156374.00,15%,China,Beijing,
E02694,Valentina Zhang,Systems Analyst,IT,Manufacturing,Female,Asian,27,10-03-2021,51133.00,0%,United States,Chicago,
E02695,Alexander Perez,Quality Engineer,Engineering,Specialty Products,Male,Latino,60,25-06-2008,86761.00,0%,Brazil,Rio de Janeiro,
E02696,Everleigh Kumar,Manager,IT,Manufacturing,Female,Asian,65,05-07-1994,125213.00,7%,United States,Seattle,
E02697,Santiago f Xiong,Manager,Sales,Manufacturing,Male,Asian,43,26-09-2008,120305.00,7%,China,Shanghai,
E02698,Elizabeth Powell,Sr. Manager,Marketing,Research & Development,Female,Caucasian,45,17-09-2013,138355.00,14%,United States,Columbus,
E02699,Lucas Yang,Network Engineer,IT,Corporate,Male,Asian,28,04-07-2021,70996.00,0%,United States,Austin,
E02700,John Richardson,Computer Systems Manager,IT,Manufacturing,Male,Caucasian,34,29-12-2014,77024.00,9%,United States,Phoenix,23-10-2021
E02701,Miles Ross,IT Coordinator,IT,Specialty Products,Male,Black,31,18-04-2017,50022.00,0%,United States,Miami,
E02702,Jonathan Santos,Vice President,Sales,Specialty Products,Male,Latino,29,06-01-2017,204534.00,38%,United States,Chicago,
E02703,Joshua Maldonado,Sr. Account Representative,Sales,Research & Development,Male,Latino,49,22-12-2005,75814.00,0%,United States,Chicago,
E02704,Santiago f Vo,Director,Sales,Manufacturing,Male,Asian,47,15-07-2019,169487.00,23%,United States,Columbus,
E02705,Leilani Martin,Sr. Manager,IT,Corporate,Female,Caucasian,56,06-05-2002,156435.00,10%,United States,Chicago,
E02706,Luca Xiong,Account Representative,Sales,Specialty Products,Male,Asian,52,20-12-2006,59845.00,0%,China,Beijing,
E02707,Valentina Campos,System Administrator ,IT,Manufacturing,Female,Latino,37,06-03-2020,93656.00,0%,United States,Columbus,
E02708,Grayson Jenkins,Test Engineer,Engineering,Manufacturing,Male,Caucasian,55,06-03-1998,99035.00,0%,United States,Miami,
E02709,Jeremiah Ross,Sr. Manager,Marketing,Corporate,Male,Caucasian,27,17-06-2021,137997.00,12%,United States,Phoenix,
E02710,Natalie Zheng,Network Engineer,IT,Manufacturing,Female,Asian,28,21-06-2019,61573.00,0%,United States,Chicago,
E02711,Jace Mehta,Analyst,Sales,Manufacturing,Male,Asian,55,06-05-2015,41102.00,0%,United States,Seattle,
E02712,Hannah Doan,Manager,Human Resources,Research & Development,Female,Asian,44,16-09-2011,129866.00,6%,China,Beijing,
E02713,Caroline Robinson,Director,Human Resources,Specialty Products,Female,Caucasian,28,22-01-2020,161868.00,21%,United States,Austin,
E02714,Naomi Ma,Field Engineer,Engineering,Corporate,Female,Asian,55,16-05-1995,67131.00,0%,United States,Austin,
E02715,Adam Davis,Quality Engineer,Engineering,Research & Development,Male,Black,44,15-10-2019,71345.00,0%,United States,Miami,
E02716,Ellie Ho,Vice President,Sales,Corporate,Female,Asian,30,09-10-2019,246757.00,40%,United States,Miami,
E02717,Mila Liang,Manager,Marketing,Research & Development,Female,Asian,63,28-03-2005,106880.00,8%,United States,Austin,
E02718,Nova Doan,IT Systems Architect,IT,Manufacturing,Female,Asian,36,28-08-2018,98733.00,0%,China,Beijing,
E02719,Colton Mejia,Sr. Manager,Accounting,Research & Development,Male,Latino,28,26-04-2019,141675.00,12%,Brazil,Rio de Janeiro,24-09-2020
E02720,Joseph Kim,Analyst II,Accounting,Research & Development,Male,Asian,28,23-06-2018,53210.00,0%,United States,Seattle,
E02721,Audrey Campos,Manager,Finance,Specialty Products,Female,Latino,27,02-09-2021,107114.00,10%,Brazil,Rio de Janeiro,
E02722,Vivian Brooks,Business Partner,Human Resources,Specialty Products,Female,Black,34,12-09-2022,57483.00,0%,United States,Seattle,18-11-2022
E02723,Mateo Vargas,Network Architect,IT,Specialty Products,Male,Latino,53,20-04-1994,75226.00,0%,Brazil,Rio de Janeiro,
E02724,David Foster,Controls Engineer,Engineering,Corporate,Male,Caucasian,50,15-01-2012,87727.00,0%,United States,Miami,
E02725,Isaiah Ramos,Solutions Architect,IT,Manufacturing,Male,Latino,51,21-06-2018,87897.00,0%,United States,Phoenix,
E02726,Samantha Do,IT Systems Architect,IT,Research & Development,Female,Asian,27,19-11-2021,99612.00,0%,China,Shanghai,
E02727,Emery Fernandez,Analyst,Accounting,Research & Development,Female,Latino,33,27-03-2019,56938.00,0%,Brazil,Sao Paulo,
E02728,Santiago f Brooks,Sr. Business Partner,Human Resources,Corporate,Male,Caucasian,46,20-01-2012,92247.00,0%,United States,Miami,
E02729,Aubrey Lin,Vice President,Human Resources,Corporate,Female,Asian,51,17-10-2005,193672.00,36%,United States,Columbus,
E02730,Jace Hsu,Systems Analyst,IT,Manufacturing,Male,Asian,31,06-10-2018,46098.00,0%,China,Shanghai,
E02731,Nicholas Sanders,Vice President,Sales,Manufacturing,Male,Caucasian,45,23-11-2014,239980.00,31%,United States,Austin,
E02732,Joshua Sun,Manager,Finance,Corporate,Male,Asian,38,13-07-2011,121546.00,10%,China,Shanghai,
E02733,Riley Ayala,Manager,Accounting,Specialty Products,Female,Latino,42,20-02-2010,128714.00,7%,Brazil,Sao Paulo,
E02734,Isaac Santos,Development Engineer,Engineering,Manufacturing,Male,Latino,43,13-09-2018,91537.00,0%,United States,Chicago,
E02735,Logan Brooks,Director,IT,Corporate,Male,Caucasian,28,07-05-2020,178300.00,24%,United States,Austin,25-01-2023
E02736,Leilani Hu,Analyst II,Finance,Research & Development,Female,Asian,57,21-05-2018,50260.00,0%,China,Chengdu,
E02737,Jace Cho,Director,Engineering,Research & Development,Male,Asian,33,06-08-2016,161800.00,19%,China,Chongqing,
E02738,Jaxson Fong,Sr. Manager,Finance,Corporate,Male,Asian,32,09-10-2020,157616.00,10%,China,Shanghai,
E02739,Wyatt Ly,Quality Engineer,Engineering,Corporate,Male,Asian,45,19-12-2008,82697.00,0%,China,Beijing,
E02740,Mia Huang,Sr. Manager,IT,Corporate,Female,Asian,33,21-09-2018,124404.00,12%,China,Chongqing,
E02741,Levi Her,Sr. Manager,IT,Specialty Products,Male,Asian,43,30-03-2012,158750.00,12%,China,Chongqing,
E02742,Everleigh Phillips,Analyst II,Sales,Manufacturing,Female,Caucasian,62,08-11-2015,69057.00,0%,United States,Chicago,
E02743,Natalie Acosta,Sr. Manager,Marketing,Specialty Products,Female,Latino,36,08-01-2019,157976.00,10%,Brazil,Rio de Janeiro,
E02744,Hadley Chavez,Analyst,Sales,Corporate,Female,Latino,36,28-06-2020,54355.00,0%,United States,Phoenix,
E02745,Hailey Liu,Field Engineer,Engineering,Manufacturing,Female,Asian,31,09-07-2022,72475.00,0%,United States,Phoenix,
E02746,Nicholas Jiang,Engineering Manager,Engineering,Manufacturing,Male,Asian,62,13-12-2003,80132.00,14%,China,Chongqing,
E02747,Gabriel Xu,Analyst,Accounting,Research & Development,Male,Asian,30,13-10-2018,52292.00,0%,China,Chengdu,
E02748,Sophia Collins,Cloud Infrastructure Architect,IT,Specialty Products,Female,Caucasian,46,08-01-2022,69110.00,0%,United States,Seattle,
E02749,Evelyn Vasquez,Technical Architect,IT,Manufacturing,Female,Latino,38,24-02-2013,68676.00,0%,Brazil,Sao Paulo,
E02750,Paisley Baker,Test Engineer,Engineering,Manufacturing,Female,Caucasian,58,23-12-2002,86094.00,0%,United States,Columbus,
E02751,Eloise Griffin,Enterprise Architect,IT,Specialty Products,Female,Caucasian,27,06-05-2022,77607.00,0%,United States,Miami,
E02752,Samuel Cruz,Sr. Manager,Human Resources,Specialty Products,Male,Latino,61,30-04-1993,157672.00,11%,United States,Miami,
E02753,Gabriel Cheung,Analyst,Finance,Specialty Products,Male,Asian,64,29-11-2016,43785.00,0%,China,Chongqing,26-06-2018
E02754,Kai Green,System Administrator ,IT,Corporate,Male,Caucasian,65,15-06-2015,75439.00,0%,United States,Seattle,
E02755,Julia Moore,Sr. Manager,IT,Manufacturing,Female,Caucasian,37,18-11-2021,139987.00,13%,United States,Seattle,
E02756,Roman Mendoza,Vice President,Accounting,Specialty Products,Male,Latino,54,04-09-1994,257489.00,34%,Brazil,Rio de Janeiro,
E02757,Levi Rahman,System Administrator ,IT,Specialty Products,Male,Asian,54,30-01-2009,91639.00,0%,United States,Seattle,
E02758,Sadie Pham,Analyst II,Finance,Specialty Products,Female,Asian,26,25-12-2022,66563.00,0%,China,Chengdu,25-01-2023
E02759,Chloe Contreras,Vice President,Marketing,Corporate,Female,Latino,29,10-02-2021,235047.00,36%,United States,Phoenix,
E02760,Owen Ford,Vice President,Human Resources,Corporate,Male,Caucasian,37,10-02-2015,214782.00,32%,United States,Chicago,
E02761,Audrey Powell,Director,Accounting,Research & Development,Female,Black,37,01-05-2011,180544.00,27%,United States,Chicago,
E02762,Greyson Munoz,Sr. Manager,Marketing,Research & Development,Male,Latino,62,23-06-2000,158614.00,14%,Brazil,Rio de Janeiro,
E02763,Isaiah Vang,Quality Engineer,Engineering,Corporate,Male,Asian,53,30-11-1998,63187.00,0%,United States,Chicago,
E02764,Lincoln Alvarado,Sr. Analyst,Marketing,Manufacturing,Male,Latino,65,08-12-2004,93857.00,0%,United States,Phoenix,
E02765,Carter Sandoval,Vice President,IT,Manufacturing,Male,Latino,36,11-03-2021,253741.00,34%,Brazil,Rio de Janeiro,
E02766,Julia Jimenez,Sr. Analyst,Marketing,Specialty Products,Female,Latino,46,17-11-2010,92833.00,0%,Brazil,Rio de Janeiro,
E02767,Savannah Cortez,Service Desk Analyst,IT,Specialty Products,Female,Latino,55,15-12-2018,95400.00,0%,Brazil,Manaus,
E02768,Everly Brown,Quality Engineer,Engineering,Specialty Products,Female,Black,63,04-10-2013,88230.00,0%,United States,Miami,
E02769,Charlotte Pham,Field Engineer,Engineering,Research & Development,Female,Asian,54,25-02-2003,62179.00,0%,China,Shanghai,
E02770,Iris Bailey,IT Coordinator,IT,Research & Development,Female,Caucasian,26,18-02-2020,42343.00,0%,United States,Miami,02-06-2020
E02771,Logan Daniels,Sr. Analyst,Accounting,Corporate,Male,Caucasian,26,07-05-2022,70275.00,0%,United States,Columbus,
E02772,Autumn Molina,Analyst II,Sales,Corporate,Female,Latino,34,08-04-2012,51448.00,0%,Brazil,Manaus,
E02773,Emma Mehta,Vice President,Engineering,Manufacturing,Female,Asian,48,09-04-2009,185363.00,33%,China,Shanghai,
E02774,Julian Joseph,Enterprise Architect,IT,Manufacturing,Male,Caucasian,52,20-09-2018,60784.00,0%,United States,Austin,
E02775,Eleanor Munoz,Analyst,Accounting,Specialty Products,Female,Latino,45,07-04-2004,45323.00,0%,Brazil,Rio de Janeiro,
E02776,Caroline Sandoval,Manager,Finance,Specialty Products,Female,Latino,51,10-09-2012,129727.00,8%,United States,Phoenix,07-10-2021
E02777,Eliza Zhu,Account Representative,Sales,Specialty Products,Female,Asian,43,30-09-2006,63229.00,0%,United States,Miami,
E02778,Greyson Moore,Director,Accounting,Corporate,Male,Caucasian,54,12-02-2004,194221.00,16%,United States,Austin,
E02779,Lyla Clark,Sr. Analyst,Sales,Research & Development,Female,Caucasian,54,12-12-2018,78020.00,0%,United States,Columbus,
E02780,Samuel Patterson,Vice President,Accounting,Specialty Products,Male,Caucasian,25,07-10-2022,197331.00,33%,United States,Seattle,
E02781,Robert Padilla,Analyst II,Accounting,Manufacturing,Male,Latino,65,16-02-1998,63346.00,0%,Brazil,Rio de Janeiro,
E02782,Landon Munoz,Controls Engineer,Engineering,Manufacturing,Male,Latino,40,11-07-2014,105574.00,0%,United States,Miami,
E02783,Josiah Yi,Operations Engineer,Engineering,Corporate,Male,Asian,31,12-04-2015,101941.00,0%,China,Beijing,
E02784,Owen Scott,Solutions Architect,IT,Research & Development,Male,Black,45,17-07-2005,74777.00,0%,United States,Austin,
E02785,Matthew Parker,Analyst,Sales,Research & Development,Male,Caucasian,40,15-09-2021,59447.00,0%,United States,Austin,
E02786,Daniel Huynh,Manager,Marketing,Manufacturing,Male,Asian,25,08-12-2021,105072.00,6%,China,Chengdu,
E02787,Matthew Vargas,Sr. Manager,IT,Research & Development,Male,Latino,53,24-05-1999,150893.00,13%,United States,Chicago,
E02788,Ella Herrera,Director,Marketing,Corporate,Female,Latino,49,08-02-2013,156276.00,22%,United States,Austin,
E02789,Everly Hwang,Vice President,Accounting,Research & Development,Female,Asian,31,27-10-2022,191755.00,40%,United States,Miami,
E02790,Hazel Mitchell,Network Engineer,IT,Specialty Products,Female,Caucasian,33,04-11-2020,81070.00,0%,United States,Miami,
E02791,Ian Hernandez,Director,Accounting,Corporate,Male,Latino,40,01-12-2021,176533.00,25%,United States,Austin,
E02792,Charlotte Lam,Service Desk Analyst,IT,Manufacturing,Female,Asian,29,26-08-2020,60919.00,0%,United States,Columbus,
E02793,Jonathan Ali,Automation Engineer,Engineering,Specialty Products,Male,Asian,51,20-07-2004,88288.00,0%,China,Chongqing,
E02794,Violet He,Analyst,Sales,Manufacturing,Female,Asian,31,19-11-2021,53638.00,0%,United States,Chicago,
E02795,Hannah Truong,Sr. Analyst,Accounting,Specialty Products,Female,Asian,44,25-03-2009,75362.00,0%,United States,Chicago,
E02796,Hannah Nelson,Account Representative,Sales,Manufacturing,Female,Caucasian,38,24-05-2022,60799.00,0%,United States,Seattle,
E02797,Autumn Kaur,Manager,Accounting,Corporate,Female,Asian,29,01-02-2022,129172.00,8%,China,Beijing,
E02798,Serenity Ngo,Analyst,Accounting,Corporate,Female,Asian,49,11-02-2021,50012.00,0%,United States,Seattle,
E02799,Raelynn Her,Sr. Manager,Sales,Research & Development,Female,Asian,44,09-05-2018,122441.00,15%,United States,Columbus,
E02800,Jameson Salazar,Controls Engineer,Engineering,Specialty Products,Male,Latino,45,12-03-2003,85822.00,0%,United States,Phoenix,
E02801,Luke Luna,Analyst,Sales,Specialty Products,Male,Latino,58,21-05-2007,43803.00,0%,United States,Miami,
E02802,Hunter Moua,Sr. Analyst,Accounting,Specialty Products,Male,Asian,29,29-11-2019,72620.00,0%,China,Chongqing,
E02803,Athena Aguilar,Analyst II,Marketing,Corporate,Female,Latino,25,24-08-2021,71222.00,0%,Brazil,Manaus,
E02804,Ariana Sanders,Director,Engineering,Manufacturing,Female,Caucasian,62,26-12-1994,155332.00,20%,United States,Austin,
E02805,Easton Cruz,Manager,Finance,Manufacturing,Male,Latino,33,21-11-2016,107202.00,6%,United States,Columbus,
E02806,Josiah Vega,Manager,Accounting,Manufacturing,Male,Latino,56,26-12-2015,121751.00,8%,United States,Columbus,
E02807,Isla Chavez,Manager,Finance,Corporate,Female,Latino,45,29-09-2010,115591.00,5%,United States,Chicago,
E02808,Willow Estrada,Manager,Human Resources,Research & Development,Female,Latino,28,11-03-2021,108601.00,5%,Brazil,Rio de Janeiro,
E02809,Nevaeh Ng,Sr. Manager,Human Resources,Manufacturing,Female,Asian,30,18-03-2019,159823.00,11%,United States,Seattle,29-08-2022
E02810,Jade Hu,Analyst,Marketing,Research & Development,Female,Asian,45,15-12-2001,53526.00,0%,United States,Seattle,
E02811,Henry Vazquez,IT Systems Architect,IT,Specialty Products,Male,Latino,33,03-12-2016,90084.00,0%,United States,Columbus,
E02812,Nathan Jackson,Vice President,Accounting,Manufacturing,Male,Caucasian,41,25-03-2011,210085.00,39%,United States,Chicago,
E02813,Anthony Lam,Sr. Manager,Sales,Specialty Products,Male,Asian,33,07-02-2015,133908.00,15%,United States,Chicago,
E02814,Nevaeh Ali,Manager,Marketing,Manufacturing,Female,Asian,48,22-03-2013,100652.00,7%,United States,Miami,
E02815,Mila Vasquez,Vice President,Human Resources,Corporate,Female,Latino,48,26-07-2013,225725.00,37%,United States,Phoenix,
E02816,Madelyn Henry,Vice President,Human Resources,Specialty Products,Female,Caucasian,41,10-05-2007,224989.00,33%,United States,Seattle,
E02817,Emilia Alexander,Operations Engineer,Engineering,Specialty Products,Female,Caucasian,37,11-09-2022,109680.00,0%,United States,Seattle,
E02818,Christian Ayala,Sr. Account Representative,Sales,Research & Development,Male,Latino,55,28-09-2003,74216.00,0%,Brazil,Manaus,
E02819,Willow Xiong,Sr. Manager,Marketing,Corporate,Female,Asian,37,04-05-2021,151363.00,12%,United States,Miami,
E02820,Avery Valdez,HRIS Analyst,Human Resources,Research & Development,Female,Latino,58,29-01-2000,62686.00,0%,United States,Phoenix,
E02821,Abigail Carter,Director,Human Resources,Research & Development,Female,Black,51,12-01-2015,178218.00,27%,United States,Miami,
E02822,Madison Patel,Test Engineer,Engineering,Corporate,Female,Asian,37,26-10-2013,69125.00,0%,United States,Austin,
E02823,Paisley Hsu,Director,Finance,Specialty Products,Female,Asian,43,07-01-2006,161376.00,24%,China,Beijing,
E02824,Kinsley Hill,Account Representative,Sales,Research & Development,Female,Caucasian,26,16-06-2022,59436.00,0%,United States,Columbus,
E02825,Kai Barnes,Account Representative,Sales,Research & Development,Male,Caucasian,35,24-08-2016,58733.00,0%,United States,Miami,
E02826,Lincoln Cheng,Sr. Analyst,Accounting,Corporate,Male,Asian,61,14-10-1997,88681.00,0%,China,Shanghai,
E02827,Noah Sharma,Director,Finance,Specialty Products,Male,Asian,59,09-02-2008,186854.00,30%,United States,Phoenix,
E02828,Nevaeh Jiang,Sr. Analyst,Finance,Manufacturing,Female,Asian,65,10-07-1997,96897.00,0%,China,Chengdu,
E02829,Ariana Hall,Manager,Human Resources,Corporate,Female,Caucasian,55,17-01-2005,128954.00,5%,United States,Phoenix,
E02830,Samuel Cao,Account Representative,Sales,Specialty Products,Male,Asian,51,22-05-1999,67418.00,0%,China,Shanghai,
E02831,Brooks Mitchell,Manager,Accounting,Specialty Products,Male,Caucasian,53,10-08-2014,125545.00,6%,United States,Austin,
E02832,Kinsley Gonzalez,Manager,IT,Research & Development,Female,Latino,47,27-01-2000,125641.00,5%,United States,Seattle,
E02833,Dominic Tang,Manager,Accounting,Corporate,Male,Asian,53,08-12-1993,100666.00,10%,China,Beijing,
E02834,Colton Le,HRIS Analyst,Human Resources,Specialty Products,Male,Asian,38,12-01-2010,71235.00,0%,China,Chongqing,
E02835,Kai Huang,Sr. Business Partner,Human Resources,Corporate,Male,Asian,28,15-01-2021,83235.00,0%,United States,Austin,
E02836,Addison Cruz,Analyst,Sales,Corporate,Female,Latino,32,08-09-2014,42075.00,0%,Brazil,Rio de Janeiro,
E02837,Natalie Thao,Systems Analyst,IT,Specialty Products,Female,Asian,52,23-10-2022,55020.00,0%,China,Chongqing,
E02838,Maria Barnes,Sr. Analyst,Marketing,Corporate,Female,Caucasian,64,13-05-2003,76506.00,0%,United States,Austin,
E02839,Everett Le,Manager,Accounting,Manufacturing,Male,Asian,55,03-03-2007,100051.00,7%,China,Chengdu,
E02840,Mia Vang,Vice President,Finance,Corporate,Female,Asian,38,19-04-2014,256509.00,39%,China,Shanghai,28-08-2019
E02841,Zoey Mendoza,Operations Engineer,Engineering,Specialty Products,Female,Latino,30,16-02-2020,76904.00,0%,Brazil,Rio de Janeiro,
E02842,Parker Desai,Sr. Analyst,Sales,Research & Development,Male,Asian,43,08-11-2018,87914.00,0%,China,Shanghai,
E02843,Alexander Liang,Vice President,Finance,Manufacturing,Male,Asian,40,05-03-2010,235994.00,33%,China,Beijing,
E02844,Adam Jordan,Automation Engineer,Engineering,Corporate,Male,Caucasian,55,12-03-2015,79620.00,0%,United States,Chicago,
E02845,Leah Stewart,Cloud Infrastructure Architect,IT,Research & Development,Female,Caucasian,36,04-06-2010,62450.00,0%,United States,Austin,
E02846,Robert Santos,Sr. Manager,Human Resources,Research & Development,Male,Latino,47,29-12-2000,134612.00,12%,United States,Austin,26-10-2015
E02847,Addison Ma,Systems Analyst,IT,Research & Development,Female,Asian,59,21-05-2008,46151.00,0%,United States,Phoenix,
E02848,Clara Collins,Network Engineer,IT,Manufacturing,Female,Caucasian,40,03-03-2008,63889.00,0%,United States,Seattle,17-10-2022
E02849,Stella Castro,Test Engineer,Engineering,Corporate,Female,Latino,53,17-04-2009,75060.00,0%,United States,Columbus,
E02850,Lucy Chin,Director,IT,Manufacturing,Female,Asian,50,22-04-2011,175033.00,20%,China,Beijing,
E02851,Piper Evans,Computer Systems Manager,IT,Specialty Products,Female,Caucasian,52,28-01-2014,89379.00,10%,United States,Seattle,11-06-2022
E02852,Cora Coleman,Controls Engineer,Engineering,Corporate,Female,Black,40,09-04-2011,98594.00,0%,United States,Phoenix,
E02853,Cora Holmes,Vice President,Marketing,Research & Development,Female,Caucasian,39,05-10-2021,224435.00,33%,United States,Seattle,
E02854,Leo Figueroa,Technical Architect,IT,Corporate,Male,Latino,31,21-01-2015,63644.00,0%,Brazil,Manaus,
E02855,Allison Wang,Manager,Accounting,Manufacturing,Female,Asian,30,16-12-2018,121234.00,5%,United States,Austin,
E02856,Levi Cruz,Sr. Analyst,Accounting,Research & Development,Male,Latino,47,22-09-2007,83793.00,0%,United States,Miami,
E02857,Iris Phillips,Test Engineer,Engineering,Research & Development,Female,Caucasian,46,28-11-2019,99586.00,0%,United States,Miami,
E02858,Madelyn Chavez,Business Partner,Human Resources,Corporate,Female,Latino,43,11-09-2006,59514.00,0%,Brazil,Rio de Janeiro,
E02859,Caroline Smith,Manager,Marketing,Corporate,Female,Caucasian,28,27-04-2020,106043.00,10%,United States,Columbus,
E02860,Grayson Lai,Solutions Architect,IT,Specialty Products,Male,Asian,47,12-09-2005,78985.00,0%,China,Beijing,
E02861,Anna Guerrero,Vice President,IT,Research & Development,Female,Latino,43,24-11-2012,226122.00,32%,Brazil,Manaus,
E02862,Paisley Bell,Manager,Finance,Manufacturing,Female,Black,42,10-01-2012,110720.00,9%,United States,Miami,
E02863,Jose Park,Director,IT,Research & Development,Male,Asian,45,11-10-2009,152519.00,30%,China,Chongqing,
E02864,Eliza Parker,Development Engineer,Engineering,Corporate,Female,Caucasian,37,24-03-2010,80015.00,0%,United States,Chicago,
E02865,Harper Castillo,Vice President,IT,Corporate,Female,Latino,46,02-09-2020,192286.00,32%,Brazil,Rio de Janeiro,25-08-2022
E02866,Melody Yoon,Business Partner,Human Resources,Specialty Products,Female,Asian,49,15-10-2014,40352.00,0%,China,Beijing,
E02867,Avery Smith,Sr. Manager,Human Resources,Corporate,Female,Caucasian,53,27-06-2008,147813.00,13%,United States,Chicago,
E02868,Madeline Vu,System Administrator ,IT,Manufacturing,Female,Asian,61,05-06-2010,96404.00,0%,China,Chengdu,
E02869,Aubrey Cheng,Analyst II,Accounting,Manufacturing,Female,Asian,46,17-06-2001,64882.00,0%,United States,Chicago,
